Info					LAZARUS							OFFICIAL							CHANGES																LEVEL - UP MOVES																											EGG MOVES																	TM/HM MOVES																																						MOVE TUTOR MOVES																								POKEDEX STATS							
Name	Nat #	#	Type		HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	Ability 1	Ability 2	Hidden Ability	Evolution	Item 1 - 50%	Item 2 - 5%	Location	Egg Groups		Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 23	Move 24	Move 25	Move 26	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 24	Move 25	Move 26	Move 27	Move 28	Move 29	Move 30	Move 31	Move 32	Move 33	Move 34	Move 35	Move 36	Move 37	Move 38	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Sprite #	EV Yield	Height (m)	Weight (kg)	Base Exp.	Catch Rate	Egg Cycles	Base Friendship	Growth Rate
Fuecoco	909	22	Fire		67	45	59	63	40	36	310	67	45	59	63	40	36	310	0	0	0	0	0	0	0	Blaze	Unaware	Dry Skin				Starter, 170 Unique Species (event) Sea of Vulcai (wild)	Field	Field	1, Tackle	1, Leer	1, Ember	7, Round	12, Bite	15, Incinerate	17, Yawn	21, Snarl	25, Roar	28, Flamethrower	32, Hyper Voice	36, Fire Blast																Belch	Curse	Encore	Slack Off														TM11 - Sunny Day	TM17 - Protect	TM28 - Dig	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM51 - Will-O-Wisp	TM55 - Snarl																														Body Slam	Endure	Mud-Slap	Sleep Talk																				909	1 HP	0.4	9.8	62	45	20	50	Medium Slow
Crocalor	910	23	Fire		81	55	78	90	58	49	411	81	55	78	90	58	49	411	0	0	0	0	0	0	0	Blaze	Unaware	Dry Skin	Lv. 16			Fuecoco (evolve)	Field	Field	1, Tackle	1, Leer	1, Ember	7, Lick	10, Round	12, Bite	15, Yawn	17, Incinerate	24, Snarl	28, Roar	32, Flamethrower	38, Hyper Voice	42, Will-O-Wisp	47, Fire Blast														Belch	Curse	Encore	Slack Off														TM11 - Sunny Day	TM17 - Protect	TM28 - Dig	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM51 - Will-O-Wisp	TM55 - Snarl																														Body Slam	Endure	Mud-Slap	Sleep Talk																				910	2 Sp. Atk	1.0	30.7	144	45	20	50	Medium Slow
Skeledirge	911	24	Fire	Ghost	104	75	100	110	75	66	530	104	75	100	110	75	66	530	0	0	0	0	0	0	0	Blaze	Unaware	Dry Skin	Lv. 36			Crocalor (evolve)	Field	Field	Evo, Torch Song	1, Sing	1, Yawn	1, Ember	1, Tackle	1, Leer	7, Lick	10, Round	12, Scary Face	15, Bite	17, Incinerate	24, Snarl	28, Roar	32, Flamethrower	38, Shadow Ball	40, Hyper Voice	43, Will-O-Wisp	46, Hex	50, Fire Blast	55, Overheat								Belch	Curse	Encore	Slack Off														TM11 - Sunny Day	TM17 - Protect	TM22 - Solar Beam	TM23 - Hex	TM26 - Earthquake	TM28 - Dig	TM30 - Shadow Ball	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM51 - Will-O-Wisp	TM55 - Snarl																										Body Slam	Endure	Mud-Slap	Sleep Talk																				911	3 Sp. Atk	1.6	326.5	265	45	20	50	Medium Slow
Quaxly	912	25	Water		55	65	45	50	45	50	310	55	65	45	50	45	50	310	0	0	0	0	0	0	0	Torrent	Strong Legs	Moxie				Starter, 170 Unique Species (event) Sea of Vulcai (wild)	Flying	Water 1	1, Pound	1, Growl	1, Water Gun	7, Work Up	10, Wing Attack	13, Aqua Jet	17, Double Hit	21, Aqua Cutter	24, Air Slash	28, Focus Energy	31, Acrobatics	35, Liquidation																Detect	Last Resort	Rapid Spin	Roost														TM07 - Whirlpool	TM17 - Protect	TM18 - Rain Dance	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM57 - Roost	HM03 - Surf																															Endure	Psych Up	Sleep Talk	Swift																				912	1 Atk	0.5	6.1	62	45	20	50	Medium Slow
Quaxwell	913	26	Water		70	85	65	65	60	65	410	70	85	65	65	60	65	410	0	0	0	0	0	0	0	Torrent	Strong Legs	Moxie	Lv. 16			Quaxly (evolve)	Flying	Water 1	1, Pound	1, Growl	1, Water Gun	1, Double Hit	7, Work Up	10, Wing Attack	13, Aqua Jet	17, Water Pulse	19, Low Sweep	23, Aqua Cutter	27, Air Slash	32, Focus Energy	38, Acrobatics	43, Liquidation	48, Feather Dance													Detect	Last Resort	Rapid Spin	Roost														TM03 - Water Pulse	TM07 - Whirlpool	TM17 - Protect	TM18 - Rain Dance	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM57 - Roost	HM03 - Surf																														Endure	Psych Up	Sleep Talk	Swift																				913	2 Atk	1.2	21.5	144	45	20	50	Medium Slow
Quaquaval	914	27	Water	Fighting	85	125	85	75	75	85	530	85	120	80	85	75	85	530	0	5	5	-10	0	0	0	Torrent	Strong Legs	Moxie	Lv. 36			Quaxwell (evolve)	Flying	Water 1	Evo, Aqua Step	1, Counter	1, Pound	1, Growl	1, Water Gun	1, Double Hit	7, Work Up	10, Wing Attack	13, Aqua Jet	17, Low Sweep	17, Water Pulse	21, Aqua Cutter	27, Air Slash	32, Focus Energy	38, Mega Kick	40, Acrobatics	43, Liquidation	46, Feather Dance	50, Close Combat	55, Wave Crash								Detect	Last Resort	Rapid Spin	Roost														TM03 - Water Pulse	TM07 - Whirlpool	TM08 - Bulk Up	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM31 - Brick Break	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM57 - Roost	HM03 - Surf																											Counter	Endure	Icy Wind	Mega Kick	Psych Up	Sleep Talk	Swift	Swords Dance																914	3 Atk	1.8	61.9	265	45	20	50	Medium Slow
Pansage	511	28	Grass	Normal	50	58	53	58	53	64	336	50	53	48	53	48	64	316	0	5	5	5	5	0	20	Gluttony	Cud Chew	Overgrow				Acrisia City (wild)	Field	Field	1, Scratch	1, Play Nice	4, Leer	7, Lick	10, Vine Whip	13, Fury Swipes	16, Leech Seed	19, Bite	22, Seed Bomb	25, Torment	28, Fling	30, Slam	32, Acrobatics	34, Grass Knot	37, Recycle	40, Natural Gift	43, Crunch	46, Spiky Shield										Covet	Low Kick	Tickle	Nasty Plot	Role Play	Astonish	Grass Whistle	Magical Leaf	Bullet Seed	Leaf Storm	Disarming Voice	Spiky Shield						TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM19 - Giga Drain	TM22 - Solar Beam	TM28 - Dig	TM32 - Double Team	TM39 - Rock Tomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	HM01 - Cut	HM05 - Flash	HM06 - Rock Smash																					Sleep Talk	Snore	Swagger																					511	1 Spe	0.6	10.5	63	190	20	50	Medium Fast
Simisage	512	29	Grass	Normal	75	103	63	98	63	103	505	75	98	63	98	63	101	498	0	5	0	0	0	2	7	Gluttony	Cud Chew	Overgrow	Leaf Stone			Pansage (evolve)	Field	Field	1, Scratch	1, Play Nice	4, Leer	7, Lick	10, Vine Whip	13, Fury Swipes	16, Leech Seed	19, Bite	22, Seed Bomb	25, Torment	28, Fling	30, Slam	32, Acrobatics	34, Grass Knot	37, Recycle	40, Natural Gift	43, Crunch	46, Spiky Shield										Covet	Low Kick	Tickle	Nasty Plot	Role Play	Astonish	Grass Whistle	Magical Leaf	Bullet Seed	Leaf Storm	Disarming Voice	Spiky Shield						TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM19 - Giga Drain	TM22 - Solar Beam	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM39 - Rock Tomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM53 - Power-Up Punch	HM01 - Cut	HM05 - Flash	HM06 - Rock Smash																			Rock Slide	Sleep Talk	Snore	Swagger																				512	2 Spe	1.1	30.5	174	75	20	50	Medium Fast
Pansear	513	30	Fire	Normal	50	58	53	58	53	64	336	50	53	48	53	48	64	316	0	5	5	5	5	0	20	Gluttony	Cud Chew	Blaze				Acrisia City (wild)	Field	Field	1, Scratch	1, Play Nice	4, Leer	7, Lick	10, Incinerate	13, Fury Swipes	16, Yawn	19, Snarl	22, Flame Burst	25, Amnesia	28, Fling	30, Chatter	32, Acrobatics	34, Fire Blast	37, Recycle	40, Natural Gift	43, Hyper Voice	46, Burning Bulwark										Covet	Low Kick	Tickle	Nasty Plot	Role Play	Astonish	Sleep Talk	Fire Spin	Fire Punch	Heat Wave	Disarming Voice	Belch	Flare Blitz					TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM22 - Solar Beam	TM28 - Dig	TM32 - Double Team	TM35 - Flamethrower	TM38 - Fire Blast	TM39 - Rock Tomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM51 - Will-O-Wisp	HM01 - Cut	HM06 - Rock Smash																					Fire Punch	Sleep Talk	Snore	Swagger																				513	1 Spe	0.6	11.0	63	190	20	50	Medium Fast
Simisear	514	31	Fire	Normal	82	93	63	103	63	101	505	75	98	63	98	63	101	498	7	-5	0	5	0	0	7	Gluttony	Cud Chew	Blaze	Fire Stone			Pansear (evolve)	Field	Field	1, Scratch	1, Play Nice	4, Leer	7, Lick	10, Incinerate	13, Fury Swipes	16, Yawn	19, Snarl	22, Flame Burst	25, Amnesia	28, Fling	30, Chatter	32, Acrobatics	34, Fire Blast	37, Recycle	40, Natural Gift	43, Hyper Voice	46, Burning Bulwark										Covet	Low Kick	Tickle	Nasty Plot	Role Play	Astonish	Sleep Talk	Fire Spin	Fire Punch	Heat Wave	Disarming Voice	Belch	Flare Blitz					TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM22 - Solar Beam	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM35 - Flamethrower	TM38 - Fire Blast	TM39 - Rock Tomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM51 - Will-O-Wisp	TM53 - Power-Up Punch	HM01 - Cut	HM06 - Rock Smash																			Fire Punch	Rock Slide	Sleep Talk	Snore	Swagger																			514	2 Spe	1.0	28.0	174	75	20	50	Medium Fast
Panpour	515	32	Water	Normal	50	58	53	58	53	64	336	50	53	48	53	48	64	316	0	5	5	5	5	0	20	Gluttony	Cud Chew	Torrent				Acrisia City (wild)	Field	Field	1, Scratch	1, Play Nice	4, Leer	7, Lick	10, Water Gun	13, Fury Swipes	16, Water Sport	19, Bite	22, Bubble Beam	25, Taunt	28, Fling	30, Extrasensory	32, Acrobatics	34, Scald	37, Recycle	40, Natural Gift	43, Crunch	46, Take Heart										Covet	Low Kick	Tickle	Nasty Plot	Role Play	Astonish	Aqua Ring	Aqua Tail	Mud Sport	Hydro Pump	Disarming Voice							TM03 - Water Pulse	TM06 - Toxic	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM28 - Dig	TM32 - Double Team	TM39 - Rock Tomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM56 - Scald	HM01 - Cut	HM03 - Surf	HM06 - Rock Smash	HM07 - Waterfall	HM08 - Dive																		Ice Punch	Icy Wind	Sleep Talk	Snore	Swagger																			515	1 Spe	0.6	13.5	63	190	20	50	Medium Fast
Simipour	516	33	Water	Normal	75	103	63	103	63	98	505	75	98	63	98	63	101	498	0	5	0	5	0	-3	7	Gluttony	Cud Chew	Torrent	Water Stone			Panpour (evolve)	Field	Field	1, Scratch	1, Play Nice	4, Leer	7, Lick	10, Water Gun	13, Fury Swipes	16, Water Sport	19, Bite	22, Bubble Beam	25, Taunt	28, Fling	30, Extrasensory	32, Acrobatics	34, Scald	37, Recycle	40, Natural Gift	43, Crunch	46, Take Heart										Covet	Low Kick	Tickle	Nasty Plot	Role Play	Astonish	Aqua Ring	Aqua Tail	Mud Sport	Hydro Pump	Disarming Voice							TM03 - Water Pulse	TM06 - Toxic	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM17 - Protect	TM18 - Rain Dance	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM39 - Rock Tomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM53 - Power-Up Punch	TM56 - Scald	HM01 - Cut	HM03 - Surf	HM06 - Rock Smash	HM07 - Waterfall	HM08 - Dive																Ice Punch	Icy Wind	Rock Slide	Sleep Talk	Snore	Swagger																		516	2 Spe	1.0	29.0	174	75	20	50	Medium Fast
Lillipup	506	34	Normal		45	60	45	25	45	55	275	45	60	45	25	45	55	275	0	0	0	0	0	0	0	Vital Spirit	Pickup	Run Away				Bronze Fields N, Bronze Fields S, Kalami City (wild)	Field	Field	1, Leer	1, Tackle	5, Odor Sleuth	8, Bite	10, Baby-Doll Eyes	12, Helping Hand	15, Take Down	19, Work Up	22, Crunch	26, Roar	29, Retaliate	33, Reversal	36, Last Resort	40, Giga Impact	45, Play Rough													Howl	Sand Attack	Mud-Slap	Lick	Charm	Endure	Yawn	Pursuit	Fire Fang	Thunder Fang	Ice Fang	After You	Psychic Fangs					TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM28 - Dig	TM30 - Shadow Ball	TM32 - Double Team	TM34 - Shock Wave	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM55 - Snarl	TM58 - Thunder Wave	HM06 - Rock Smash																						Endure	Mud-Slap	Sleep Talk	Snore	Swagger																			506	1 Atk	0.4	4.1	55	255	15	50	Medium Slow
Herdier	507	35	Normal		65	80	65	35	65	60	370	65	80	65	35	65	60	370	0	0	0	0	0	0	0	Intimidate	Sand Rush	Scrappy	Lv. 16			Lillipup (evolve)	Field	Field	1, Leer	1, Tackle	5, Odor Sleuth	8, Bite	12, Helping Hand	15, Take Down	20, Work Up	24, Crunch	27, Roar	29, Bulldoze	33, Retaliate	37, Reversal	39, High Horsepower	42, Last Resort	46, Lunge	50, Play Rough												Howl	Sand Attack	Mud-Slap	Lick	Charm	Endure	Yawn	Pursuit	Fire Fang	Thunder Fang	Ice Fang	After You	Psychic Fangs					TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM28 - Dig	TM30 - Shadow Ball	TM32 - Double Team	TM34 - Shock Wave	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM55 - Snarl	TM58 - Thunder Wave	HM03 - Surf	HM04 - Strength	HM06 - Rock Smash																				Endure	Mud-Slap	Sleep Talk	Snore	Swagger																			507	2 Atk	0.9	14.7	130	120	15	50	Medium Slow
Stoutland	508	36	Normal		105	110	90	45	90	80	520	85	110	90	45	90	80	500	20	0	0	0	0	0	20	Intimidate	Sand Rush	Scrappy	Lv. 32			Herdier (evolve)	Field	Field	Evo, Body Slam	1, Ice Fang	1, Fire Fang	1, Thunder Fang	1, Leer	1, Tackle	5, Odor Sleuth	8, Bite	12, Helping Hand	15, Take Down	20, Work Up	24, Crunch	27, Roar	29, Bulldoze	33, Retaliate	37, Reversal	39, High Horsepower	42, Last Resort	46, Lunge	50, Play Rough								Howl	Sand Attack	Mud-Slap	Lick	Charm	Endure	Yawn	Pursuit	Fire Fang	Thunder Fang	Ice Fang	After You	Psychic Fangs					TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM24 - Thunderbolt	TM25 - Thunder	TM28 - Dig	TM30 - Shadow Ball	TM32 - Double Team	TM34 - Shock Wave	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM55 - Snarl	TM58 - Thunder Wave	HM03 - Surf	HM04 - Strength	HM06 - Rock Smash																			Endure	Mud-Slap	Sleep Talk	Snore	Swagger																			508	3 Atk	1.2	61.0	225	45	15	50	Medium Slow
Pikipek	731	37	Normal	Flying	35	75	30	30	30	65	265	35	75	30	30	30	65	265	0	0	0	0	0	0	0	Keen Eye	Skill Link	Pickup			Oran Berry	Acrisia City, Bronze Fields N, Jusmail Town (wild)	Flying	Flying	1, Peck	3, Growl	7, Echoed Voice	9, Rock Smash	13, Supersonic	15, Pluck	19, Roost	21, Fury Attack	25, Screech	27, Drill Peck	31, Bullet Seed	33, Feather Dance	37, Hyper Voice															Brave Bird	Boomburst	Mirror Move	Tailwind	Uproar													TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM17 - Protect	TM31 - Brick Break	TM32 - Double Team	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM47 - Steel Wing	TM57 - Roost	HM02 - Fly	HM06 - Rock Smash																								Endure	Sleep Talk	Snore	Swagger	Swords Dance																			731	1 Atk	0.3	1.2	53	255	15	50	Medium Fast
Trumbeak	732	38	Normal	Flying	55	85	50	40	50	75	355	55	85	50	40	50	75	355	0	0	0	0	0	0	0	Keen Eye	Skill Link	Pickup	Lv. 14		Sitrus Berry	Sea of Asteri E, Kaptara Island W (wild)	Flying	Flying	1, Rock Blast	1, Peck	3, Growl	7, Echoed Voice	9, Rock Smash	13, Supersonic	16, Pluck	21, Roost	24, Fury Attack	27, Flame Charge	29, Screech	32, Drill Peck	37, Bullet Seed	40, Feather Dance	45, Hyper Voice													Brave Bird	Boomburst	Mirror Move	Tailwind	Uproar													TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM17 - Protect	TM31 - Brick Break	TM32 - Double Team	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM47 - Steel Wing	TM57 - Roost	HM02 - Fly	HM06 - Rock Smash																								Endure	Sleep Talk	Snore	Swagger	Swift	Swords Dance																		732	2 Atk	0.6	14.8	124	120	15	50	Medium Fast
Toucannon	733	39	Normal	Flying	80	120	75	75	75	60	485	80	120	75	75	75	60	485	0	0	0	0	0	0	0	Keen Eye	Skill Link	Sheer Force	Lv. 30		Rawst Berry	Wakewater Isle (wild)	Flying	Flying	Evo, Beak Blast	1, Rock Blast	1, Peck	3, Growl	7, Echoed Voice	9, Rock Smash	13, Supersonic	16, Pluck	21, Roost	24, Fury Attack	27, Flame Charge	30, Screech	32, Drill Peck	37, Bullet Seed	40, Feather Dance	45, Hyper Voice	50, Flare Blitz											Brave Bird	Boomburst	Mirror Move	Tailwind	Uproar													TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM17 - Protect	TM31 - Brick Break	TM32 - Double Team	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM47 - Steel Wing	TM57 - Roost	HM02 - Fly	HM06 - Rock Smash																								Endure	Psych Up	Sleep Talk	Snore	Swagger	Swift	Swords Dance																	733	3 Atk	1.1	26.0	243	45	15	50	Medium Fast
Ducklett	580	40	Water	Flying	62	44	50	44	50	55	305	62	44	50	44	50	55	305	0	0	0	0	0	0	0	Keen Eye	Big Pecks	Drizzle				Acrisia City, Bronze Fields N (wild) Wanderer`s Woods (surf)	Flying	Water 1	1, Water Gun	3, Water Sport	6, Defog	9, Wing Attack	13, Water Pulse	15, Aerial Ace	18, Bubble Beam	20, Feather Dance	23, Icy Wind	25, Aqua Ring	27, Air Slash	30, Roost	34, Rain Dance	37, Tailwind	39, Glare	41, Brave Bird	46, Hurricane	50, Bleakwind Storm	52, Wildbolt Storm	54, Sandsear Storm								Steel Wing	Brine	Gust	Air Cutter	Mirror Move	Me First	Lucky Chant	Mud Sport	Aqua Jet									TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM17 - Protect	TM18 - Rain Dance	TM32 - Double Team	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM47 - Steel Wing	TM56 - Scald	TM57 - Roost	HM02 - Fly	HM03 - Surf	HM08 - Dive																						Double-Edge	Endure	Icy Wind	Sleep Talk	Snore	Swagger	Swift																	580	1 HP	0.5	5.5	61	190	20	50	Medium Fast
Swanna	581	41	Water	Flying	85	92	63	92	63	98	493	75	87	63	87	63	98	473	10	5	0	5	0	0	20	Intimidate	Big Pecks	Drizzle	Lv. 31			Pollen Road, Davosi Straits (surf)	Flying	Water 1	1, Water Gun	3, Water Sport	6, Defog	9, Wing Attack	13, Water Pulse	15, Aerial Ace	18, Bubble Beam	20, Feather Dance	23, Icy Wind	25, Aqua Ring	27, Air Slash	30, Roost	34, Rain Dance	37, Tailwind	39, Glare	41, Brave Bird	46, Hurricane	50, Bleakwind Storm	52, Wildbolt Storm	54, Sandsear Storm								Steel Wing	Brine	Gust	Air Cutter	Mirror Move	Me First	Lucky Chant	Mud Sport	Aqua Jet									TM03 - Water Pulse	TM06 - Toxic	TM07 - Whirlpool	TM13 - Ice Beam	TM17 - Protect	TM18 - Rain Dance	TM32 - Double Team	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM47 - Steel Wing	TM56 - Scald	TM57 - Roost	HM02 - Fly	HM03 - Surf	HM08 - Dive																						Double-Edge	Endure	Icy Wind	Sleep Talk	Snore	Swagger	Swift																	581	2 Spe	1.3	24.2	166	45	20	50	Medium Fast
Hoppip	187	42	Grass	Flying	35	35	40	35	55	50	250	35	35	40	35	55	50	250	0	0	0	0	0	0	0	Chlorophyll	Leaf Guard	Hospitality				Bronze Fields N, Bronze Fields S (wild)	Fairy	Grass	1, Absorb	1, Splash	4, Synthesis	6, Tail Whip	8, Tackle	10, Fairy Wind	12, Poison Powder	14, Stun Spore	16, Sleep Powder	19, Bullet Seed	22, Leech Seed	25, Mega Drain	28, Acrobatics	31, Rage Powder	34, Cotton Spore	37, U-turn	40, Worry Seed	43, Giga Drain	46, Bounce	49, Memento								Confusion	Encore	Double-Edge	Amnesia	Helping Hand	Aromatherapy	Worry Seed	Cotton Guard	Seed Bomb	Endure	Grassy Terrain	Strength Sap						TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM22 - Solar Beam	TM32 - Double Team	TM33 - Reflect	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM54 - Dazzling Gleam	HM05 - Flash																						Defense Curl	Double-Edge	Endure	Psych Up	Sleep Talk	Snore	Swagger	Swords Dance																187	1 Sp. Def	0.4	0.5	50	255	20	50	Medium Slow
Skiploom	188	43	Grass	Flying	65	45	50	45	65	80	350	55	45	50	45	65	80	340	10	0	0	0	0	0	10	Chlorophyll	Leaf Guard	Hospitality	Lv. 18			Kaptara Island E, Pollen Road (wild)	Fairy	Grass	1, Absorb	1, Splash	4, Synthesis	6, Tail Whip	8, Tackle	10, Fairy Wind	12, Poison Powder	14, Stun Spore	16, Sleep Powder	20, Bullet Seed	24, Leech Seed	28, Mega Drain	32, Acrobatics	35, Giga Drain	37, Rage Powder	40, Cotton Spore	44, U-turn	46, Matcha Gotcha	48, Worry Seed	52, Floaty Fall	56, Bounce	60, Memento						Confusion	Encore	Double-Edge	Amnesia	Helping Hand	Aromatherapy	Worry Seed	Cotton Guard	Seed Bomb	Endure	Grassy Terrain	Strength Sap						TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM22 - Solar Beam	TM32 - Double Team	TM33 - Reflect	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM54 - Dazzling Gleam	HM05 - Flash																						Defense Curl	Double-Edge	Endure	Psych Up	Sleep Talk	Snore	Swagger	Swords Dance																188	2 Spe	0.6	1.0	119	120	20	50	Medium Slow
Jumpluff	189	44	Grass	Flying	85	55	85	55	100	100	480	75	55	70	55	95	110	460	10	0	15	0	5	-10	20	Chlorophyll	Leaf Guard	Hospitality	Lv. 27			Skiploom (evolve)	Fairy	Grass	1, Absorb	1, Splash	4, Synthesis	6, Tail Whip	8, Tackle	10, Fairy Wind	12, Poison Powder	14, Stun Spore	16, Sleep Powder	20, Bullet Seed	24, Leech Seed	28, Mega Drain	32, Acrobatics	35, Giga Drain	37, Rage Powder	40, Cotton Spore	44, U-turn	46, Matcha Gotcha	48, Worry Seed	52, Floaty Fall	56, Bounce	60, Memento						Confusion	Encore	Double-Edge	Amnesia	Helping Hand	Aromatherapy	Worry Seed	Cotton Guard	Seed Bomb	Endure	Grassy Terrain	Strength Sap						TM06 - Toxic	TM09 - Bullet Seed	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM22 - Solar Beam	TM32 - Double Team	TM33 - Reflect	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM54 - Dazzling Gleam	HM05 - Flash																						Defense Curl	Double-Edge	Endure	Psych Up	Sleep Talk	Snore	Swagger	Swords Dance																189	3 Spe	0.8	3.0	230	45	20	50	Medium Slow
Nincada	290	45	Bug	Ground	31	45	90	30	30	40	266	31	45	90	30	30	40	266	0	0	0	0	0	0	0	Compound Eyes	Shed Skin	Run Away			Soft Sand	Bronze Fields N, Bronze Fields S (wild)	Bug	Bug	1, Scratch	1, Harden	5, Absorb	9, Sand Attack	13, Fury Swipes	17, Mud-Slap	21, Metal Claw	25, Mind Reader	29, Bide	33, False Swipe	37, Dig																	Endure	Feint Attack	Gust	Silver Wind	Bug Buzz	Night Slash	Bug Bite	Final Gambit										TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM19 - Giga Drain	TM22 - Solar Beam	TM28 - Dig	TM30 - Shadow Ball	TM32 - Double Team	TM37 - Sandstorm	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	HM01 - Cut	HM05 - Flash																									Double-Edge	Endure	Fury Cutter	Mud-Slap	Sleep Talk	Snore	Swagger																	290	1 Def	0.5	5.5	53	255	15	50	Erratic
